IMG/center_2020_11_02_19_56_40_892.jpg,IMG/left_2020_11_02_19_56_40_892.jpg,IMG/right_2020_11_02_19_56_40_892.jpg,0,0,0,19.62955
IMG/center_2020_11_02_19_56_40_967.jpg,IMG/left_2020_11_02_19_56_40_967.jpg,IMG/right_2020_11_02_19_56_40_967.jpg,0,0,0,19.46084
IMG/center_2020_11_02_19_56_41_033.jpg,IMG/left_2020_11_02_19_56_41_033.jpg,IMG/right_2020_11_02_19_56_41_033.jpg,0,0,0,19.70172
IMG/center_2020_11_02_19_56_41_109.jpg,IMG/left_2020_11_02_19_56_41_109.jpg,IMG/right_2020_11_02_19_56_41_109.jpg,0,0,0,19.55544
IMG/center_2020_11_02_19_56_41_181.jpg,IMG/left_2020_11_02_19_56_41_181.jpg,IMG/right_2020_11_02_19_56_41_181.jpg,0,0,0,19.41188
IMG/center_2020_11_02_19_56_41_256.jpg,IMG/left_2020_11_02_19_56_41_256.jpg,IMG/right_2020_11_02_19_56_41_256.jpg,0,0,0,18.86465
IMG/center_2020_11_02_19_56_41_328.jpg,IMG/left_2020_11_02_19_56_41_328.jpg,IMG/right_2020_11_02_19_56_41_328.jpg,0,0,0,18.69927
IMG/center_2020_11_02_19_56_41_396.jpg,IMG/left_2020_11_02_19_56_41_396.jpg,IMG/right_2020_11_02_19_56_41_396.jpg,0,0.05752516,0,19.04572
IMG/center_2020_11_02_19_56_41_466.jpg,IMG/left_2020_11_02_19_56_41_466.jpg,IMG/right_2020_11_02_19_56_41_466.jpg,0,0.2944021,0,19.03826
IMG/center_2020_11_02_19_56_41_535.jpg,IMG/left_2020_11_02_19_56_41_535.jpg,IMG/right_2020_11_02_19_56_41_535.jpg,0,0.4755721,0,18.85386
IMG/center_2020_11_02_19_56_41_614.jpg,IMG/left_2020_11_02_19_56_41_614.jpg,IMG/right_2020_11_02_19_56_41_614.jpg,0,0.6418011,0,19.32806
IMG/center_2020_11_02_19_56_41_682.jpg,IMG/left_2020_11_02_19_56_41_682.jpg,IMG/right_2020_11_02_19_56_41_682.jpg,0,0.5082357,0,19.72723
IMG/center_2020_11_02_19_56_41_759.jpg,IMG/left_2020_11_02_19_56_41_759.jpg,IMG/right_2020_11_02_19_56_41_759.jpg,0,0.7028461,0,20.28037
